link_id,scenario,fiber_loss_db,splice_total_db,connector_total_db,total_loss_db,rx_power_dbm,margin_db,lpb_status,system_rise_time_ns,allowed_rise_time_ns,rtb_pass,top_contributor_1,top_contributor_2,top_contributor_3
link_00014,base_splitter_loss_db=13.00,6.171000,0.336000,0.452000,19.959000,-17.959000,7.041000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00015,base_splitter_loss_db=13.00,11.748000,1.001000,3.912000,29.661000,-25.661000,-2.661000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00016,base_splitter_loss_db=13.00,3.432000,0.375000,0.602000,17.409000,-11.409000,3.591000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00017,base_splitter_loss_db=13.00,0.454000,0.136000,0.708000,14.298000,-12.298000,13.702000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00018,base_splitter_loss_db=13.00,5.070000,0.393000,0.912000,19.375000,-15.375000,1.625000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00019,base_splitter_loss_db=13.00,8.810000,0.615000,0.550000,22.975000,-20.975000,4.025000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00020,base_splitter_loss_db=13.00,2.199000,0.274000,0.666000,16.139000,-12.139000,11.861000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00021,base_splitter_loss_db=13.00,11.991000,1.183000,2.112000,28.286000,-26.286000,-2.286000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00022,base_splitter_loss_db=13.00,4.130000,0.158000,1.968000,19.256000,-17.256000,-1.256000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00023,base_splitter_loss_db=13.00,0.844000,0.108000,0.868000,14.820000,-12.820000,14.180000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00024,base_splitter_loss_db=13.00,0.920000,0.144000,1.496000,15.560000,-13.560000,9.440000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00025,base_splitter_loss_db=13.00,7.172000,0.370000,1.912000,22.454000,-16.454000,9.546000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00026,base_splitter_loss_db=13.00,7.460000,0.684000,1.408000,22.552000,-20.552000,1.448000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00027,base_splitter_loss_db=13.00,10.641000,1.034000,2.304000,26.979000,-22.979000,2.021000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00028,base_splitter_loss_db=13.00,4.614000,0.973000,1.128000,19.715000,-17.715000,6.285000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00029,base_splitter_loss_db=13.00,1.948000,0.177000,3.592000,18.717000,-12.717000,3.283000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00030,base_splitter_loss_db=13.00,15.650000,1.060000,0.446000,30.156000,-24.156000,-1.156000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00031,base_splitter_loss_db=13.00,6.742000,0.891000,0.940000,21.573000,-17.573000,-0.573000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00032,base_splitter_loss_db=13.00,8.202000,1.224000,1.856000,24.282000,-18.282000,-1.282000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00033,base_splitter_loss_db=13.00,11.139000,1.548000,0.630000,26.317000,-18.317000,5.683000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00034,base_splitter_loss_db=13.00,3.135000,0.216000,1.280000,17.631000,-9.631000,15.369000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00035,base_splitter_loss_db=13.00,15.496000,1.728000,0.926000,31.150000,-25.150000,-1.150000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00036,base_splitter_loss_db=13.00,19.290000,1.020000,1.986000,35.296000,-29.296000,-4.296000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00037,base_splitter_loss_db=13.00,4.782000,0.714000,1.236000,19.732000,-13.732000,8.268000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00038,base_splitter_loss_db=13.00,14.796000,1.404000,1.926000,31.126000,-25.126000,-2.126000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00039,base_splitter_loss_db=13.00,4.645000,0.315000,0.582000,18.542000,-10.542000,13.458000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00040,base_splitter_loss_db=13.00,12.020000,0.944000,3.504000,29.468000,-23.468000,-8.468000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00041,base_splitter_loss_db=13.00,5.112000,0.288000,0.976000,19.376000,-13.376000,10.624000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00042,base_splitter_loss_db=13.00,6.018000,0.732000,2.784000,22.534000,-20.534000,-5.534000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00043,base_splitter_loss_db=13.00,8.439000,1.170000,1.720000,24.329000,-22.329000,-5.329000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00044,base_splitter_loss_db=13.00,3.305000,0.222000,3.592000,20.119000,-16.119000,-0.119000,FAIL,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00045,base_splitter_loss_db=13.00,9.078000,1.340000,2.580000,25.998000,-17.998000,-1.998000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00046,base_splitter_loss_db=13.00,4.972000,0.336000,0.484000,18.792000,-16.792000,9.208000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00047,base_splitter_loss_db=13.00,3.905000,0.166000,2.600000,19.671000,-15.671000,6.329000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00048,base_splitter_loss_db=13.00,3.360000,0.720000,2.556000,19.636000,-17.636000,-2.636000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00049,base_splitter_loss_db=13.00,11.968000,0.846000,0.634000,26.448000,-22.448000,-5.448000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00050,base_splitter_loss_db=13.00,6.788000,0.638000,1.928000,22.354000,-18.354000,3.646000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00051,base_splitter_loss_db=13.00,4.756000,0.252000,2.264000,20.272000,-14.272000,8.728000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00052,base_splitter_loss_db=13.00,1.533000,0.115000,0.852000,15.500000,-13.500000,9.500000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00053,base_splitter_loss_db=13.00,1.385000,0.117000,1.360000,15.862000,-11.862000,13.138000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00054,base_splitter_loss_db=13.00,1.676000,0.216000,2.238000,17.130000,-15.130000,8.870000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00055,base_splitter_loss_db=13.00,11.668000,1.215000,0.878000,26.761000,-24.761000,1.239000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00056,base_splitter_loss_db=13.00,3.656000,0.810000,1.856000,19.322000,-13.322000,9.678000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00057,base_splitter_loss_db=13.00,13.396000,1.232000,2.712000,30.340000,-26.340000,-9.340000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00058,base_splitter_loss_db=13.00,3.399000,0.375000,2.408000,19.182000,-17.182000,6.818000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00059,base_splitter_loss_db=13.00,3.564000,0.156000,2.202000,18.922000,-14.922000,10.078000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00060,base_splitter_loss_db=13.00,14.680000,0.855000,0.456000,28.991000,-20.991000,2.009000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00061,base_splitter_loss_db=13.00,5.625000,0.450000,1.836000,20.911000,-14.911000,1.089000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00062,base_splitter_loss_db=13.00,2.310000,0.372000,1.028000,16.710000,-14.710000,9.290000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00063,base_splitter_loss_db=13.00,9.760000,0.584000,1.164000,24.508000,-18.508000,5.492000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00064,base_splitter_loss_db=13.00,7.804000,1.781000,2.046000,24.631000,-18.631000,4.369000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00065,base_splitter_loss_db=13.00,7.738000,1.080000,0.746000,22.564000,-16.564000,1.436000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00066,base_splitter_loss_db=13.00,6.564000,1.060000,3.056000,23.680000,-17.680000,6.320000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00067,base_splitter_loss_db=13.00,6.580000,0.535000,0.766000,20.881000,-12.881000,11.119000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00068,base_splitter_loss_db=13.00,2.970000,0.222000,0.494000,16.686000,-12.686000,14.314000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00069,base_splitter_loss_db=13.00,9.824000,0.968000,1.768000,25.560000,-19.560000,4.440000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00070,base_splitter_loss_db=13.00,9.582000,1.150000,2.688000,26.420000,-22.420000,-4.420000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00071,base_splitter_loss_db=13.00,16.060000,1.190000,3.864000,34.114000,-28.114000,-10.114000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00072,base_splitter_loss_db=13.00,4.946000,0.472000,1.000000,19.418000,-11.418000,13.582000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00073,base_splitter_loss_db=13.00,12.400000,0.680000,3.120000,29.200000,-25.200000,-10.200000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00074,base_splitter_loss_db=13.00,3.972000,0.816000,1.938000,19.726000,-11.726000,13.274000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00075,base_splitter_loss_db=13.00,15.168000,0.900000,0.982000,30.050000,-28.050000,-10.050000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00076,base_splitter_loss_db=13.00,6.670000,0.759000,2.322000,22.751000,-20.751000,-5.751000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00077,base_splitter_loss_db=13.00,12.352000,0.940000,1.888000,28.180000,-24.180000,1.820000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00078,base_splitter_loss_db=13.00,4.143000,0.596000,0.676000,18.415000,-16.415000,1.585000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00079,base_splitter_loss_db=13.00,3.925000,0.296000,1.348000,18.569000,-12.569000,11.431000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00080,base_splitter_loss_db=13.00,18.515000,1.008000,2.676000,35.199000,-31.199000,-8.199000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00081,base_splitter_loss_db=13.00,16.910000,0.935000,2.696000,33.541000,-25.541000,-2.541000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00082,base_splitter_loss_db=13.00,19.635000,0.702000,3.296000,36.633000,-32.633000,-15.633000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00083,base_splitter_loss_db=13.00,8.166000,0.900000,2.766000,24.832000,-20.832000,-2.832000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00084,base_splitter_loss_db=13.00,10.980000,0.684000,1.812000,26.476000,-24.476000,-1.476000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00085,base_splitter_loss_db=13.00,6.874000,1.232000,1.556000,22.662000,-14.662000,9.338000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00086,base_splitter_loss_db=13.00,15.190000,0.670000,2.826000,31.686000,-23.686000,1.314000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00087,base_splitter_loss_db=13.00,1.239000,0.074000,2.960000,17.273000,-11.273000,12.727000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00088,base_splitter_loss_db=13.00,1.500000,0.073000,2.028000,16.601000,-8.601000,14.399000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00089,base_splitter_loss_db=13.00,9.840000,0.870000,2.352000,26.062000,-20.062000,5.938000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00090,base_splitter_loss_db=13.00,9.680000,0.366000,2.976000,26.022000,-20.022000,2.978000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00091,base_splitter_loss_db=13.00,2.644000,0.564000,3.600000,19.808000,-11.808000,15.192000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00092,base_splitter_loss_db=13.00,4.296000,0.354000,1.552000,19.202000,-13.202000,11.798000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00093,base_splitter_loss_db=13.00,7.500000,0.498000,2.024000,23.022000,-17.022000,8.978000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00094,base_splitter_loss_db=13.00,14.124000,1.551000,3.920000,32.595000,-26.595000,-0.595000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00095,base_splitter_loss_db=13.00,4.461000,0.500000,1.832000,19.793000,-17.793000,0.207000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00096,base_splitter_loss_db=13.00,6.514000,0.760000,0.672000,20.946000,-14.946000,7.054000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00097,base_splitter_loss_db=13.00,16.625000,0.583000,2.850000,33.058000,-27.058000,-3.058000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00098,base_splitter_loss_db=13.00,5.230000,0.512000,0.582000,19.324000,-11.324000,12.676000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00099,base_splitter_loss_db=13.00,4.368000,0.351000,3.008000,20.727000,-16.727000,-1.727000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00100,base_splitter_loss_db=13.00,5.378000,0.952000,1.332000,20.662000,-12.662000,3.338000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00101,base_splitter_loss_db=13.00,2.890000,0.078000,0.970000,16.938000,-10.938000,16.062000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00102,base_splitter_loss_db=13.00,3.018000,0.447000,0.884000,17.349000,-15.349000,7.651000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00103,base_splitter_loss_db=13.00,6.580000,0.780000,1.984000,22.344000,-18.344000,7.656000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00104,base_splitter_loss_db=13.00,2.472000,0.258000,1.508000,17.238000,-15.238000,10.762000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00105,base_splitter_loss_db=13.00,1.995000,0.095000,2.124000,17.214000,-9.214000,15.786000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00106,base_splitter_loss_db=13.00,2.084000,0.168000,3.632000,18.884000,-16.884000,7.116000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00107,base_splitter_loss_db=13.00,8.252000,0.666000,0.476000,22.394000,-14.394000,10.606000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00108,base_splitter_loss_db=13.00,4.940000,1.032000,0.912000,19.884000,-13.884000,1.116000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00109,base_splitter_loss_db=13.00,17.875000,1.012000,0.588000,32.475000,-24.475000,-0.475000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00110,base_splitter_loss_db=13.00,3.244000,0.665000,0.660000,17.569000,-13.569000,4.431000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00111,base_splitter_loss_db=13.00,9.256000,0.959000,3.680000,26.895000,-20.895000,1.105000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00112,base_splitter_loss_db=13.00,7.446000,0.928000,1.816000,23.190000,-17.190000,6.810000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00113,base_splitter_loss_db=13.00,3.194000,0.555000,1.254000,18.003000,-12.003000,10.997000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00114,base_splitter_loss_db=13.00,4.122000,0.548000,1.768000,19.438000,-13.438000,13.562000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00115,base_splitter_loss_db=13.00,8.864000,0.462000,2.496000,24.822000,-16.822000,-1.822000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00116,base_splitter_loss_db=13.00,3.955000,0.232000,3.056000,20.243000,-18.243000,4.757000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00117,base_splitter_loss_db=13.00,6.138000,0.780000,2.864000,22.782000,-20.782000,3.218000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00118,base_splitter_loss_db=13.00,6.808000,0.725000,1.716000,22.249000,-20.249000,3.751000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00119,base_splitter_loss_db=13.00,1.145000,0.103000,1.400000,15.648000,-7.648000,17.352000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00120,base_splitter_loss_db=13.00,17.375000,1.562000,2.238000,34.175000,-32.175000,-14.175000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00121,base_splitter_loss_db=13.00,7.148000,0.335000,3.600000,24.083000,-22.083000,-4.083000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00122,base_splitter_loss_db=13.00,6.818000,0.990000,2.544000,23.352000,-19.352000,-4.352000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00123,base_splitter_loss_db=13.00,3.356000,0.246000,1.084000,17.686000,-15.686000,8.314000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00124,base_splitter_loss_db=13.00,4.295000,0.192000,3.232000,20.719000,-16.719000,7.281000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00125,base_splitter_loss_db=13.00,12.915000,0.752000,2.634000,29.301000,-25.301000,-7.301000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00126,base_splitter_loss_db=13.00,0.964000,0.087000,1.338000,15.389000,-7.389000,10.611000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00127,base_splitter_loss_db=13.00,6.381000,0.574000,2.800000,22.755000,-14.755000,7.245000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00128,base_splitter_loss_db=13.00,6.564000,0.750000,3.976000,24.290000,-18.290000,5.710000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00129,base_splitter_loss_db=13.00,7.376000,1.548000,1.320000,23.244000,-15.244000,0.756000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00130,base_splitter_loss_db=13.00,3.338000,0.540000,1.900000,18.778000,-12.778000,11.222000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00131,base_splitter_loss_db=13.00,11.416000,0.954000,2.664000,28.034000,-20.034000,5.966000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00132,base_splitter_loss_db=13.00,7.236000,0.408000,1.212000,21.856000,-15.856000,7.144000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00133,base_splitter_loss_db=13.00,8.000000,1.313000,0.798000,23.111000,-19.111000,3.889000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00134,base_splitter_loss_db=13.00,1.572000,0.182000,1.964000,16.718000,-12.718000,10.282000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00135,base_splitter_loss_db=13.00,15.890000,1.400000,1.240000,31.530000,-27.530000,-3.530000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00136,base_splitter_loss_db=13.00,3.813000,0.520000,1.848000,19.181000,-11.181000,5.819000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00137,base_splitter_loss_db=13.00,7.044000,1.386000,2.010000,23.440000,-21.440000,1.560000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00138,base_splitter_loss_db=13.00,1.098000,0.091000,2.808000,16.997000,-12.997000,3.003000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00139,base_splitter_loss_db=13.00,1.020000,0.134000,2.622000,16.776000,-12.776000,10.224000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00140,base_splitter_loss_db=13.00,18.430000,1.344000,0.412000,33.186000,-25.186000,-2.186000,FAIL,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00141,base_splitter_loss_db=13.00,6.855000,0.560000,0.544000,20.959000,-12.959000,10.041000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00142,base_splitter_loss_db=13.00,10.137000,0.869000,0.768000,24.774000,-16.774000,7.226000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,splice_total_db
link_00143,base_splitter_loss_db=13.00,1.824000,0.267000,1.704000,16.795000,-14.795000,12.205000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00144,base_splitter_loss_db=13.00,4.656000,0.222000,0.862000,18.740000,-16.740000,10.260000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00145,base_splitter_loss_db=13.00,7.695000,0.565000,0.876000,22.136000,-16.136000,6.864000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00146,base_splitter_loss_db=13.00,3.864000,0.306000,2.208000,19.378000,-15.378000,7.622000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00147,base_splitter_loss_db=13.00,6.952000,1.430000,3.736000,25.118000,-23.118000,1.882000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00148,base_splitter_loss_db=13.00,6.676000,0.710000,2.640000,23.026000,-19.026000,-4.026000,FAIL,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
