link_id,scenario,fiber_loss_db,splice_total_db,connector_total_db,total_loss_db,rx_power_dbm,margin_db,lpb_status,system_rise_time_ns,allowed_rise_time_ns,rtb_pass,top_contributor_1,top_contributor_2,top_contributor_3
link_00024,base_system_margin_db=0.00,0.920000,0.144000,1.496000,3.060000,-1.060000,26.940000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00025,base_system_margin_db=0.00,7.172000,0.370000,1.912000,10.954000,-4.954000,24.046000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00026,base_system_margin_db=0.00,7.460000,0.684000,1.408000,10.552000,-8.552000,18.448000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00027,base_system_margin_db=0.00,10.641000,1.034000,2.304000,14.479000,-10.479000,18.521000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00028,base_system_margin_db=0.00,4.614000,0.973000,1.128000,7.715000,-5.715000,22.285000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00029,base_system_margin_db=0.00,1.948000,0.177000,3.592000,6.217000,-0.217000,19.783000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00030,base_system_margin_db=0.00,15.650000,1.060000,0.446000,18.156000,-12.156000,15.844000,PASS,0.000000,0.000000,false,fiber_loss_db,splice_total_db,splitter_loss_db
link_00031,base_system_margin_db=0.00,6.742000,0.891000,0.940000,9.573000,-5.573000,14.427000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00032,base_system_margin_db=0.00,8.202000,1.224000,1.856000,11.782000,-5.782000,14.218000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00033,base_system_margin_db=0.00,11.139000,1.548000,0.630000,13.817000,-5.817000,22.183000,PASS,0.000000,0.000000,false,fiber_loss_db,splice_total_db,connector_total_db
link_00034,base_system_margin_db=0.00,3.135000,0.216000,1.280000,6.131000,1.869000,30.869000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00035,base_system_margin_db=0.00,15.496000,1.728000,0.926000,19.650000,-13.650000,15.350000,PASS,0.000000,0.000000,false,fiber_loss_db,splice_total_db,splitter_loss_db
link_00036,base_system_margin_db=0.00,19.290000,1.020000,1.986000,22.796000,-16.796000,10.204000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00037,base_system_margin_db=0.00,4.782000,0.714000,1.236000,7.232000,-1.232000,25.768000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00038,base_system_margin_db=0.00,14.796000,1.404000,1.926000,19.626000,-13.626000,13.374000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00039,base_system_margin_db=0.00,4.645000,0.315000,0.582000,6.542000,1.458000,29.458000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00040,base_system_margin_db=0.00,12.020000,0.944000,3.504000,17.468000,-11.468000,8.532000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00041,base_system_margin_db=0.00,5.112000,0.288000,0.976000,6.876000,-0.876000,26.124000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00042,base_system_margin_db=0.00,6.018000,0.732000,2.784000,10.534000,-8.534000,11.466000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00043,base_system_margin_db=0.00,8.439000,1.170000,1.720000,12.329000,-10.329000,9.671000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00044,base_system_margin_db=0.00,3.305000,0.222000,3.592000,9.119000,-5.119000,14.881000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00045,base_system_margin_db=0.00,9.078000,1.340000,2.580000,14.998000,-6.998000,13.002000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00046,base_system_margin_db=0.00,4.972000,0.336000,0.484000,6.792000,-4.792000,24.208000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00047,base_system_margin_db=0.00,3.905000,0.166000,2.600000,7.671000,-3.671000,23.329000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00048,base_system_margin_db=0.00,3.360000,0.720000,2.556000,8.636000,-6.636000,13.364000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00049,base_system_margin_db=0.00,11.968000,0.846000,0.634000,15.448000,-11.448000,8.552000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00050,base_system_margin_db=0.00,6.788000,0.638000,1.928000,11.354000,-7.354000,19.646000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00051,base_system_margin_db=0.00,4.756000,0.252000,2.264000,9.272000,-3.272000,24.728000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00052,base_system_margin_db=0.00,1.533000,0.115000,0.852000,3.500000,-1.500000,25.500000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00053,base_system_margin_db=0.00,1.385000,0.117000,1.360000,4.362000,-0.362000,27.638000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00054,base_system_margin_db=0.00,1.676000,0.216000,2.238000,6.130000,-4.130000,23.870000,PASS,0.000000,0.000000,false,connector_total_db,splitter_loss_db,fiber_loss_db
link_00055,base_system_margin_db=0.00,11.668000,1.215000,0.878000,14.261000,-12.261000,15.739000,PASS,0.000000,0.000000,false,fiber_loss_db,splice_total_db,connector_total_db
link_00056,base_system_margin_db=0.00,3.656000,0.810000,1.856000,7.822000,-1.822000,25.178000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00057,base_system_margin_db=0.00,13.396000,1.232000,2.712000,18.840000,-14.840000,5.160000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00058,base_system_margin_db=0.00,3.399000,0.375000,2.408000,8.182000,-6.182000,22.818000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00059,base_system_margin_db=0.00,3.564000,0.156000,2.202000,6.922000,-2.922000,26.078000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00060,base_system_margin_db=0.00,14.680000,0.855000,0.456000,16.991000,-8.991000,19.009000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00061,base_system_margin_db=0.00,5.625000,0.450000,1.836000,9.911000,-3.911000,16.089000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00062,base_system_margin_db=0.00,2.310000,0.372000,1.028000,5.710000,-3.710000,24.290000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00063,base_system_margin_db=0.00,9.760000,0.584000,1.164000,12.508000,-6.508000,20.492000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00064,base_system_margin_db=0.00,7.804000,1.781000,2.046000,13.631000,-7.631000,20.369000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00065,base_system_margin_db=0.00,7.738000,1.080000,0.746000,10.064000,-4.064000,15.936000,PASS,0.000000,0.000000,false,fiber_loss_db,splice_total_db,connector_total_db
link_00066,base_system_margin_db=0.00,6.564000,1.060000,3.056000,11.680000,-5.680000,21.320000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00067,base_system_margin_db=0.00,6.580000,0.535000,0.766000,8.381000,-0.381000,28.619000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00068,base_system_margin_db=0.00,2.970000,0.222000,0.494000,5.686000,-1.686000,27.314000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00069,base_system_margin_db=0.00,9.824000,0.968000,1.768000,13.560000,-7.560000,19.440000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00070,base_system_margin_db=0.00,9.582000,1.150000,2.688000,13.920000,-9.920000,10.080000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00071,base_system_margin_db=0.00,16.060000,1.190000,3.864000,23.114000,-17.114000,2.886000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00072,base_system_margin_db=0.00,4.946000,0.472000,1.000000,7.918000,0.082000,29.082000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00073,base_system_margin_db=0.00,12.400000,0.680000,3.120000,18.200000,-14.200000,5.800000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00074,base_system_margin_db=0.00,3.972000,0.816000,1.938000,8.726000,-0.726000,28.274000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00075,base_system_margin_db=0.00,15.168000,0.900000,0.982000,19.050000,-17.050000,2.950000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00076,base_system_margin_db=0.00,6.670000,0.759000,2.322000,11.751000,-9.751000,10.249000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00077,base_system_margin_db=0.00,12.352000,0.940000,1.888000,16.180000,-12.180000,16.820000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00078,base_system_margin_db=0.00,4.143000,0.596000,0.676000,5.915000,-3.915000,16.085000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00079,base_system_margin_db=0.00,3.925000,0.296000,1.348000,6.569000,-0.569000,28.431000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00080,base_system_margin_db=0.00,18.515000,1.008000,2.676000,23.699000,-19.699000,7.301000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00081,base_system_margin_db=0.00,16.910000,0.935000,2.696000,22.041000,-14.041000,13.959000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00082,base_system_margin_db=0.00,19.635000,0.702000,3.296000,25.633000,-21.633000,-1.633000,FAIL,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00083,base_system_margin_db=0.00,8.166000,0.900000,2.766000,13.832000,-9.832000,10.168000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00084,base_system_margin_db=0.00,10.980000,0.684000,1.812000,15.476000,-13.476000,14.524000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00085,base_system_margin_db=0.00,6.874000,1.232000,1.556000,11.162000,-3.162000,25.838000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00086,base_system_margin_db=0.00,15.190000,0.670000,2.826000,19.186000,-11.186000,15.814000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00087,base_system_margin_db=0.00,1.239000,0.074000,2.960000,5.273000,0.727000,29.727000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00088,base_system_margin_db=0.00,1.500000,0.073000,2.028000,4.101000,3.899000,31.899000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00089,base_system_margin_db=0.00,9.840000,0.870000,2.352000,15.062000,-9.062000,18.938000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00090,base_system_margin_db=0.00,9.680000,0.366000,2.976000,14.522000,-8.522000,19.478000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00091,base_system_margin_db=0.00,2.644000,0.564000,3.600000,8.308000,-0.308000,28.692000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00092,base_system_margin_db=0.00,4.296000,0.354000,1.552000,6.702000,-0.702000,27.298000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00093,base_system_margin_db=0.00,7.500000,0.498000,2.024000,11.022000,-5.022000,22.978000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00094,base_system_margin_db=0.00,14.124000,1.551000,3.920000,21.095000,-15.095000,13.905000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00095,base_system_margin_db=0.00,4.461000,0.500000,1.832000,8.793000,-6.793000,13.207000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00096,base_system_margin_db=0.00,6.514000,0.760000,0.672000,9.446000,-3.446000,23.554000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00097,base_system_margin_db=0.00,16.625000,0.583000,2.850000,21.058000,-15.058000,11.942000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00098,base_system_margin_db=0.00,5.230000,0.512000,0.582000,8.324000,-0.324000,28.676000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00099,base_system_margin_db=0.00,4.368000,0.351000,3.008000,8.727000,-4.727000,15.273000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00100,base_system_margin_db=0.00,5.378000,0.952000,1.332000,8.662000,-0.662000,19.338000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00101,base_system_margin_db=0.00,2.890000,0.078000,0.970000,5.938000,0.062000,29.062000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00102,base_system_margin_db=0.00,3.018000,0.447000,0.884000,5.349000,-3.349000,23.651000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00103,base_system_margin_db=0.00,6.580000,0.780000,1.984000,10.844000,-6.844000,22.156000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00104,base_system_margin_db=0.00,2.472000,0.258000,1.508000,4.738000,-2.738000,25.262000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00105,base_system_margin_db=0.00,1.995000,0.095000,2.124000,4.714000,3.286000,30.286000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00106,base_system_margin_db=0.00,2.084000,0.168000,3.632000,7.884000,-5.884000,23.116000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00107,base_system_margin_db=0.00,8.252000,0.666000,0.476000,10.894000,-2.894000,24.106000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00108,base_system_margin_db=0.00,4.940000,1.032000,0.912000,7.884000,-1.884000,18.116000,PASS,0.000000,0.000000,false,fiber_loss_db,splice_total_db,splitter_loss_db
link_00109,base_system_margin_db=0.00,17.875000,1.012000,0.588000,20.975000,-12.975000,16.025000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00110,base_system_margin_db=0.00,3.244000,0.665000,0.660000,6.069000,-2.069000,17.931000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00111,base_system_margin_db=0.00,9.256000,0.959000,3.680000,14.395000,-8.395000,18.605000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00112,base_system_margin_db=0.00,7.446000,0.928000,1.816000,11.690000,-5.690000,21.310000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00113,base_system_margin_db=0.00,3.194000,0.555000,1.254000,6.503000,-0.503000,27.497000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00114,base_system_margin_db=0.00,4.122000,0.548000,1.768000,6.938000,-0.938000,28.062000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00115,base_system_margin_db=0.00,8.864000,0.462000,2.496000,12.322000,-4.322000,15.678000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00116,base_system_margin_db=0.00,3.955000,0.232000,3.056000,9.243000,-7.243000,19.757000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00117,base_system_margin_db=0.00,6.138000,0.780000,2.864000,11.282000,-9.282000,19.718000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00118,base_system_margin_db=0.00,6.808000,0.725000,1.716000,10.749000,-8.749000,18.251000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00119,base_system_margin_db=0.00,1.145000,0.103000,1.400000,4.148000,3.852000,31.852000,PASS,0.000000,0.000000,false,splitter_loss_db,connector_total_db,fiber_loss_db
link_00120,base_system_margin_db=0.00,17.375000,1.562000,2.238000,23.175000,-21.175000,-1.175000,FAIL,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00121,base_system_margin_db=0.00,7.148000,0.335000,3.600000,12.583000,-10.583000,9.417000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00122,base_system_margin_db=0.00,6.818000,0.990000,2.544000,11.352000,-7.352000,12.648000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00123,base_system_margin_db=0.00,3.356000,0.246000,1.084000,5.686000,-3.686000,24.314000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00124,base_system_margin_db=0.00,4.295000,0.192000,3.232000,9.219000,-5.219000,21.781000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00125,base_system_margin_db=0.00,12.915000,0.752000,2.634000,16.801000,-12.801000,7.199000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00126,base_system_margin_db=0.00,0.964000,0.087000,1.338000,2.889000,5.111000,25.111000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00127,base_system_margin_db=0.00,6.381000,0.574000,2.800000,10.255000,-2.255000,24.745000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00128,base_system_margin_db=0.00,6.564000,0.750000,3.976000,12.290000,-6.290000,20.710000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00129,base_system_margin_db=0.00,7.376000,1.548000,1.320000,10.744000,-2.744000,17.256000,PASS,0.000000,0.000000,false,fiber_loss_db,splice_total_db,connector_total_db
link_00130,base_system_margin_db=0.00,3.338000,0.540000,1.900000,7.278000,-1.278000,26.722000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00131,base_system_margin_db=0.00,11.416000,0.954000,2.664000,15.534000,-7.534000,20.466000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00132,base_system_margin_db=0.00,7.236000,0.408000,1.212000,10.856000,-4.856000,22.144000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00133,base_system_margin_db=0.00,8.000000,1.313000,0.798000,11.111000,-7.111000,19.889000,PASS,0.000000,0.000000,false,fiber_loss_db,splice_total_db,splitter_loss_db
link_00134,base_system_margin_db=0.00,1.572000,0.182000,1.964000,5.218000,-1.218000,26.782000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00135,base_system_margin_db=0.00,15.890000,1.400000,1.240000,20.530000,-16.530000,11.470000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00136,base_system_margin_db=0.00,3.813000,0.520000,1.848000,6.681000,1.319000,21.319000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00137,base_system_margin_db=0.00,7.044000,1.386000,2.010000,11.440000,-9.440000,17.560000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
link_00138,base_system_margin_db=0.00,1.098000,0.091000,2.808000,4.997000,-0.997000,19.003000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00139,base_system_margin_db=0.00,1.020000,0.134000,2.622000,4.776000,-0.776000,26.224000,PASS,0.000000,0.000000,false,connector_total_db,fiber_loss_db,splitter_loss_db
link_00140,base_system_margin_db=0.00,18.430000,1.344000,0.412000,21.186000,-13.186000,14.814000,PASS,0.000000,0.000000,false,fiber_loss_db,splice_total_db,splitter_loss_db
link_00141,base_system_margin_db=0.00,6.855000,0.560000,0.544000,9.959000,-1.959000,25.041000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00142,base_system_margin_db=0.00,10.137000,0.869000,0.768000,12.774000,-4.774000,22.226000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00143,base_system_margin_db=0.00,1.824000,0.267000,1.704000,5.795000,-3.795000,25.205000,PASS,0.000000,0.000000,false,splitter_loss_db,fiber_loss_db,connector_total_db
link_00144,base_system_margin_db=0.00,4.656000,0.222000,0.862000,7.240000,-5.240000,23.760000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00145,base_system_margin_db=0.00,7.695000,0.565000,0.876000,11.136000,-5.136000,22.864000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00146,base_system_margin_db=0.00,3.864000,0.306000,2.208000,7.378000,-3.378000,23.622000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00147,base_system_margin_db=0.00,6.952000,1.430000,3.736000,14.118000,-12.118000,16.882000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00148,base_system_margin_db=0.00,6.676000,0.710000,2.640000,12.026000,-8.026000,11.974000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splitter_loss_db
link_00149,base_system_margin_db=0.00,4.978000,0.464000,1.752000,9.194000,-5.194000,23.806000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00150,base_system_margin_db=0.00,9.435000,0.462000,0.446000,12.343000,-4.343000,22.657000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00151,base_system_margin_db=0.00,16.220000,0.530000,0.542000,18.792000,-14.792000,12.208000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,connector_total_db
link_00152,base_system_margin_db=0.00,15.232000,1.044000,0.744000,18.520000,-16.520000,11.480000,PASS,0.000000,0.000000,false,fiber_loss_db,splitter_loss_db,splice_total_db
link_00153,base_system_margin_db=0.00,8.004000,0.800000,3.792000,13.096000,-9.096000,17.904000,PASS,0.000000,0.000000,false,fiber_loss_db,connector_total_db,splice_total_db
